"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	Births	% of Total Births	Total Population	Birth Rate	Female Population	Fertility Rate	Average Birth Weight	Average Age of Mother	Average LMP Gestational Age	Average OE Gestational Age
	"California"	"06"	"Santa Clara County, CA"	"06085"	"2014"	"2014"	23742	0.36%	1894605	12.53	389319	60.98	3278.59	31.01	38.75	38.69
	"California"	"06"	"Santa Clara County, CA"	"06085"	"2015"	"2015"	23393	0.36%	1918044	12.20	392164	59.65	3268.72	31.17	38.72	38.66
	"California"	"06"	"Santa Clara County, CA"	"06085"	"2016"	"2016"	23042	0.35%	1919402	12.00	391263	58.89	3264.41	31.31	38.74	38.67
	"California"	"06"	"Santa Clara County, CA"	"06085"	"2017"	"2017"	22133	0.34%	1938153	11.42	394059	56.17	3268.03	31.53	38.72	38.66
	"California"	"06"	"Santa Clara County, CA"	"06085"	"2018"	"2018"	21292	0.33%	1937570	10.99	393908	54.05	3262.08	31.69	38.67	38.62
	"California"	"06"	"Santa Clara County, CA"	"06085"	"2019"	"2019"	21184	0.33%	1927852	10.99	391011	54.18	3247.56	31.80	38.56	38.58
"Total"	"California"	"06"	"Santa Clara County, CA"	"06085"			309420	4.75%	24044318	12.87	4993999	61.96	3277.95	30.75	38.73	38.65
	"California"	"06"	"Santa Cruz County, CA"	"06087"	"2007"	"2007"	3571	0.05%	253304	14.10	54801	65.16	3368.88	28.63	38.92	38.89
	"California"	"06"	"Santa Cruz County, CA"	"06087"	"2008"	"2008"	3537	0.05%	256520	13.79	54907	64.42	3362.38	28.51	38.94	38.83
	"California"	"06"	"Santa Cruz County, CA"	"06087"	"2009"	"2009"	3299	0.05%	260009	12.69	55122	59.85	3358.03	28.59	38.92	38.86
	"California"	"06"	"Santa Cruz County, CA"	"06087"	"2010"	"2010"	3192	0.05%	262382	12.17	55206	57.82	3353.76	28.81	38.94	38.87
	"California"	"06"	"Santa Cruz County, CA"	"06087"	"2011"	"2011"	3233	0.05%	264298	12.23	55775	57.97	3357.50	29.05	38.99	38.95
	"California"	"06"	"Santa Cruz County, CA"	"06087"	"2012"	"2012"	3083	0.05%	266776	11.56	56180	54.88	3368.76	29.10	38.96	38.95
	"California"	"06"	"Santa Cruz County, CA"	"06087"	"2013"	"2013"	2871	0.04%	269419	10.66	56743	50.60	3354.14	29.61	39.04	38.90
	"California"	"06"	"Santa Cruz County, CA"	"06087"	"2014"	"2014"	3069	0.05%	271804	11.29	57251	53.61	3366.50	29.75	39.03	38.93
	"California"	"06"	"Santa Cruz County, CA"	"06087"	"2015"	"2015"	2840	0.04%	274146	10.36	57659	49.26	3331.64	29.98	38.94	38.81
	"California"	"06"	"Santa Cruz County, CA"	"06087"	"2016"	"2016"	2799	0.04%	274673	10.19	57358	48.80	3362.43	30.24	38.97	38.87
	"California"	"06"	"Santa Cruz County, CA"	"06087"	"2017"	"2017"	2658	0.04%	275897	9.63	57595	46.15	3356.12	30.47	38.95	38.79
	"California"	"06"	"Santa Cruz County, CA"	"06087"	"2018"	"2018"	2449	0.04%	274255	8.93	57229	42.79	3345.75	30.64	38.99	38.81
	"California"	"06"	"Santa Cruz County, CA"	"06087"	"2019"	"2019"	2434	0.04%	273213	8.91	56961	42.73	3344.34	30.72	38.75	38.68
"Total"	"California"	"06"	"Santa Cruz County, CA"	"06087"			39035	0.60%	3476696	11.23	732787	53.27	3356.89	29.46	38.95	38.86
	"California"	"06"	"Shasta County, CA"	"06089"	"2007"	"2007"	2230	0.03%	176548	12.63	32158	69.35	3356.01	25.95	38.96	38.76
	"California"	"06"	"Shasta County, CA"	"06089"	"2008"	"2008"	2186	0.03%	177247	12.33	31658	69.05	3397.22	26.46	39.03	38.79
	"California"	"06"	"Shasta County, CA"	"06089"	"2009"	"2009"	2068	0.03%	177279	11.67	31376	65.91	3362.72	26.58	38.90	38.73
	"California"	"06"	"Shasta County, CA"	"06089"	"2010"	"2010"	2136	0.03%	177223	12.05	31171	68.53	3380.84	26.66	39.04	38.83
	"California"	"06"	"Shasta County, CA"	"06089"	"2011"	"2011"	2022	0.03%	177774	11.37	31102	65.01	3354.34	26.79	38.93	38.74
	"California"	"06"	"Shasta County, CA"	"06089"	"2012"	"2012"	2109	0.03%	178586	11.81	31159	67.69	3371.55	27.27	39.10	38.83
	"California"	"06"	"Shasta County, CA"	"06089"	"2013"	"2013"	2143	0.03%	178980	11.97	31134	68.83	3346.80	27.34	39.01	38.80
	"California"	"06"	"Shasta County, CA"	"06089"	"2014"	"2014"	2083	0.03%	179804	11.58	31255	66.65	3348.29	27.62	38.97	38.85
	"California"	"06"	"Shasta County, CA"	"06089"	"2015"	"2015"	2073	0.03%	179533	11.55	30915	67.05	3335.71	27.63	38.83	38.79
	"California"	"06"	"Shasta County, CA"	"06089"	"2016"	"2016"	2048	0.03%	179631	11.40	30799	66.50	3322.05	28.03	38.76	38.65
	"California"	"06"	"Shasta County, CA"	"06089"	"2017"	"2017"	2008	0.03%	179921	11.16	30933	64.91	3329.18	28.17	38.79	38.74
	"California"	"06"	"Shasta County, CA"	"06089"	"2018"	"2018"	1966	0.03%	180040	10.92	31228	62.96	3334.30	28.45	38.90	38.79
	"California"	"06"	"Shasta County, CA"	"06089"	"2019"	"2019"	1903	0.03%	180080	10.57	31421	60.56	3313.18	28.57	38.58	38.60
"Total"	"California"	"06"	"Shasta County, CA"	"06089"			26975	0.41%	2322646	11.61	406309	66.39	3350.86	27.32	38.91	38.76
	"California"	"06"	"Solano County, CA"	"06095"	"2007"	"2007"	5849	0.09%	408243	14.33	83345	70.18	3337.08	27.64	38.88	38.65
	"California"	"06"	"Solano County, CA"	"06095"	"2008"	"2008"	5609	0.09%	408972	13.71	82603	67.90	3342.41	27.58	38.86	38.61
	"California"	"06"	"Solano County, CA"	"06095"	"2009"	"2009"	5393	0.08%	410290	13.14	82022	65.75	3339.15	27.91	38.88	38.66
	"California"	"06"	"Solano County, CA"	"06095"	"2010"	"2010"	5050	0.08%	413344	12.22	82105	61.51	3353.49	27.98	38.95	38.70
	"California"	"06"	"Solano County, CA"	"06095"	"2011"	"2011"	5160	0.08%	416471	12.39	81941	62.97	3347.90	28.23	38.99	38.72
	"California"	"06"	"Solano County, CA"	"06095"	"2012"	"2012"	5062	0.08%	420757	12.03	82533	61.33	3335.57	28.32	38.87	38.64
	"California"	"06"	"Solano County, CA"	"06095"	"2013"	"2013"	5259	0.08%	424788	12.38	82947	63.40	3335.09	28.65	38.93	38.68
	"California"	"06"	"Solano County, CA"	"06095"	"2014"	"2014"	5253	0.08%	431131	12.18	84432	62.22	3346.38	28.61	38.96	38.75
	"California"	"06"	"Solano County, CA"	"06095"	"2015"	"2015"	5131	0.08%	436092	11.77	84873	60.46	3356.13	28.95	38.94	38.76
	"California"	"06"	"Solano County, CA"	"06095"	"2016"	"2016"	5259	0.08%	440207	11.95	84838	61.99	3349.42	29.34	38.88	38.69
	"California"	"06"	"Solano County, CA"	"06095"	"2017"	"2017"	5131	0.08%	445458	11.52	85690	59.88	3328.60	29.43	38.85	38.72
	"California"	"06"	"Solano County, CA"	"06095"	"2018"	"2018"	5033	0.08%	446610	11.27	85933	58.57	3330.54	29.57	38.81	38.68
	"California"	"06"	"Solano County, CA"	"06095"	"2019"	"2019"	5065	0.08%	447643	11.31	85844	59.00	3324.51	29.68	38.77	38.64
"Total"	"California"	"06"	"Solano County, CA"	"06095"			68254	1.05%	5550006	12.30	1089106	62.67	3340.50	28.59	38.89	38.68
	"California"	"06"	"Sonoma County, CA"	"06097"	"2007"	"2007"	5742	0.09%	467356	12.29	90100	63.73	3392.05	28.43	38.96	38.89
	"California"	"06"	"Sonoma County, CA"	"06097"	"2008"	"2008"	5763	0.09%	473091	12.18	90272	63.84	3385.67	28.33	38.91	38.80
	"California"	"06"	"Sonoma County, CA"	"06097"	"2009"	"2009"	5685	0.09%	479479	11.86	90727	62.66	3385.99	28.77	38.95	38.82
	"California"	"06"	"Sonoma County, CA"	"06097"	"2010"	"2010"	5393	0.08%	483878	11.15	90933	59.31	3386.57	28.87	38.91	38.81
	"California"	"06"	"Sonoma County, CA"	"06097"	"2011"	"2011"	5150	0.08%	488116	10.55	90854	56.68	3380.76	29.17	38.96	38.82
	"California"	"06"	"Sonoma County, CA"	"06097"	"2012"	"2012"	5143	0.08%	491829	10.46	91492	56.21	3385.22	29.39	38.98	38.83
	"California"	"06"	"Sonoma County, CA"	"06097"	"2013"	"2013"	4983	0.08%	495025	10.07	91732	54.32	3375.88	29.65	38.93	38.83
	"California"	"06"	"Sonoma County, CA"	"06097"	"2014"	"2014"	5070	0.08%	500292	10.13	92586	54.76	3380.49	29.83	38.96	38.87
	"California"	"06"	"Sonoma County, CA"	"06097"	"2015"	"2015"	5015	0.08%	502146	9.99	92223	54.38	3369.24	30.20	38.94	38.82
	"California"	"06"	"Sonoma County, CA"	"06097"	"2016"	"2016"	4962	0.08%	503070	9.86	91917	53.98	3361.14	30.24	38.98	38.83
	"California"	"06"	"Sonoma County, CA"	"06097"	"2017"	"2017"	4642	0.07%	504217	9.21	92041	50.43	3379.52	30.48	38.98	38.86
	"California"	"06"	"Sonoma County, CA"	"06097"	"2018"	"2018"	4526	0.07%	499942	9.05	90907	49.79	3361.32	30.73	38.95	38.83
	"California"	"06"	"Sonoma County, CA"	"06097"	"2019"	"2019"	4395	0.07%	494336	8.89	89517	49.10	3362.92	30.78	38.87	38.80
"Total"	"California"	"06"	"Sonoma County, CA"	"06097"			66469	1.02%	6382777	10.41	1185301	56.08	3378.12	29.54	38.95	38.83
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2007"	"2007"	8827	0.14%	507834	17.38	108585	81.29	3327.61	26.65	38.72	38.56
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2008"	"2008"	8550	0.13%	509032	16.80	107714	79.38	3326.11	26.74	38.73	38.53
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2009"	"2009"	7942	0.12%	511536	15.53	107241	74.06	3317.94	26.86	38.70	38.51
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2010"	"2010"	7806	0.12%	514453	15.17	107509	72.61	3333.96	27.14	38.72	38.58
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2011"	"2011"	7738	0.12%	518522	14.92	107685	71.86	3334.47	27.23	38.80	38.63
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2012"	"2012"	7591	0.12%	521726	14.55	108111	70.21	3344.23	27.29	38.85	38.64
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2013"	"2013"	7579	0.12%	525491	14.42	108063	70.14	3338.20	27.53	38.85	38.65
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2014"	"2014"	7511	0.12%	531997	14.12	108921	68.96	3339.81	27.74	38.84	38.67
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2015"	"2015"	7698	0.12%	538388	14.30	109853	70.08	3324.37	28.01	38.81	38.64
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2016"	"2016"	7862	0.12%	541560	14.52	109948	71.51	3323.59	28.12	38.82	38.64
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2017"	"2017"	7441	0.11%	547899	13.58	111114	66.97	3323.73	28.35	38.77	38.63
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2018"	"2018"	7364	0.11%	549815	13.39	111046	66.31	3334.05	28.52	38.75	38.60
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2019"	"2019"	7402	0.11%	550660	13.44	111436	66.42	3336.96	28.80	38.75	38.59
"Total"	"California"	"06"	"Stanislaus County, CA"	"06099"			101311	1.56%	6868913	14.75	1417226	71.49	3330.99	27.59	38.78	38.60
	"California"	"06"	"Tulare County, CA"	"06107"	"2007"	"2007"	8507	0.13%	422140	20.15	88738	95.87	3312.81	26.03	38.70	38.62
	"California"	"06"	"Tulare County, CA"	"06107"	"2008"	"2008"	8535	0.13%	429283	19.88	89802	95.04	3320.62	26.09	38.73	38.59
	"California"	"06"	"Tulare County, CA"	"06107"	"2009"	"2009"	8361	0.13%	436987	19.13	91124	91.75	3301.46	26.03	38.68	38.53
	"California"	"06"	"Tulare County, CA"	"06107"	"2010"	"2010"	8155	0.13%	442179	18.44	91907	88.73	3316.96	26.27	38.72	38.56
	"California"	"06"	"Tulare County, CA"	"06107"	"2011"	"2011"	7966	0.12%	449253	17.73	93021	85.64	3320.26	26.57	38.69	38.51
	"California"	"06"	"Tulare County, CA"	"06107"	"2012"	"2012"	8000	0.12%	451977	17.70	93388	85.66	3337.38	26.75	38.79	38.56
	"California"	"06"	"Tulare County, CA"	"06107"	"2013"	"2013"	7653	0.12%	454143	16.85	93733	81.65	3311.63	26.86	38.66	38.49
	"California"	"06"	"Tulare County, CA"	"06107"	"2014"	"2014"	7640	0.12%	458198	16.67	94629	80.74	3321.86	27.09	38.69	38.52
	"California"	"06"	"Tulare County, CA"	"06107"	"2015"	"2015"	7411	0.11%	459863	16.12	94996	78.01	3298.44	27.32	38.61	38.45
	"California"	"06"	"Tulare County, CA"	"06107"	"2016"	"2016"	7146	0.11%	460437	15.52	94957	75.26	3306.70	27.49	38.69	38.48
	"California"	"06"	"Tulare County, CA"	"06107"	"2017"	"2017"	7130	0.11%	464493	15.35	95748	74.47	3298.95	27.64	38.67	38.53
	"California"	"06"	"Tulare County, CA"	"06107"	"2018"	"2018"	6905	0.11%	465861	14.82	96282	71.72	3304.18	27.82	38.70	38.51
	"California"	"06"	"Tulare County, CA"	"06107"	"2019"	"2019"	6714	0.10%	466195	14.40	96782	69.37	3297.13	28.06	38.61	38.48
"Total"	"California"	"06"	"Tulare County, CA"	"06107"			100123	1.54%	5861009	17.08	1215107	82.40	3311.89	26.87	38.69	38.53
	"California"	"06"	"Ventura County, CA"	"06111"	"2007"	"2007"	12198	0.19%	800027	15.25	163690	74.52	3310.28	28.10	38.61	38.55
	"California"	"06"	"Ventura County, CA"	"06111"	"2008"	"2008"	12075	0.19%	806353	14.97	163491	73.86	3315.95	28.22	38.71	38.59
	"California"	"06"	"Ventura County, CA"	"06111"	"2009"	"2009"	11360	0.17%	815130	13.94	163978	69.28	3322.94	28.12	38.81	38.69
	"California"	"06"	"Ventura County, CA"	"06111"	"2010"	"2010"	11150	0.17%	823318	13.54	164594	67.74	3316.91	28.46	38.80	38.67
	"California"	"06"	"Ventura County, CA"	"06111"	"2011"	"2011"	10656	0.16%	831771	12.81	164884	64.63	3324.30	28.62	38.78	38.67
	"California"	"06"	"Ventura County, CA"	"06111"	"2012"	"2012"	10641	0.16%	835981	12.73	164910	64.53	3325.51	28.78	38.78	38.66
	"California"	"06"	"Ventura County, CA"	"06111"	"2013"	"2013"	10446	0.16%	839620	12.44	164698	63.43	3320.81	28.98	38.77	38.65
	"California"	"06"	"Ventura County, CA"	"06111"	"2014"	"2014"	10468	0.16%	846178	12.37	165597	63.21	3315.92	29.15	38.75	38.65
	"California"	"06"	"Ventura County, CA"	"06111"	"2015"	"2015"	10060	0.15%	850536	11.83	165427	60.81	3325.75	29.54	38.77	38.68
	"California"	"06"	"Ventura County, CA"	"06111"	"2016"	"2016"	9592	0.15%	849738	11.29	163891	58.53	3331.46	29.62	38.76	38.67
	"California"	"06"	"Ventura County, CA"	"06111"	"2017"	"2017"	9318	0.14%	854223	10.91	164856	56.52	3327.44	29.90	38.76	38.67
	"California"	"06"	"Ventura County, CA"	"06111"	"2018"	"2018"	9065	0.14%	850967	10.65	163602	55.41	3321.65	30.08	38.73	38.64
	"California"	"06"	"Ventura County, CA"	"06111"	"2019"	"2019"	8736	0.13%	846006	10.33	162325	53.82	3302.10	30.24	38.60	38.56
"Total"	"California"	"06"	"Ventura County, CA"	"06111"			135765	2.08%	10849848	12.51	2135943	63.56	3319.98	28.99	38.74	38.64
	"California"	"06"	"Yolo County, CA"	"06113"	"2007"	"2007"	2522	0.04%	194339	12.98	49538	50.91	3407.36	28.21	39.04	38.86
	"California"	"06"	"Yolo County, CA"	"06113"	"2008"	"2008"	2669	0.04%	197154	13.54	49957	53.43	3412.26	28.47	39.08	38.91
	"California"	"06"	"Yolo County, CA"	"06113"	"2009"	"2009"	2483	0.04%	199791	12.43	50147	49.51	3419.83	28.69	39.07	38.87
	"California"	"06"	"Yolo County, CA"	"06113"	"2010"	"2010"	2427	0.04%	200849	12.08	50088	48.45	3403.38	28.77	39.11	38.85
	"California"	"06"	"Yolo County, CA"	"06113"	"2011"	"2011"	2341	0.04%	202054	11.59	51234	45.69	3369.16	28.84	39.01	38.78
	"California"	"06"	"Yolo County, CA"	"06113"	"2012"	"2012"	2451	0.04%	204118	12.01	50840	48.21	3383.26	29.21	39.14	38.88
	"California"	"06"	"Yolo County, CA"	"06113"	"2013"	"2013"	2491	0.04%	204593	12.18	50380	49.44	3394.29	29.35	38.99	38.81
	"California"	"06"	"Yolo County, CA"	"06113"	"2014"	"2014"	2394	0.04%	207590	11.53	50824	47.10	3420.48	29.58	39.08	38.88
	"California"	"06"	"Yolo County, CA"	"06113"	"2015"	"2015"	2402	0.04%	213016	11.28	52745	45.54	3378.83	29.66	38.99	38.86
	"California"	"06"	"Yolo County, CA"	"06113"	"2016"	"2016"	2423	0.04%	215802	11.23	53644	45.17	3378.56	29.96	38.99	38.84
	"California"	"06"	"Yolo County, CA"	"06113"	"2017"	"2017"	2272	0.03%	219116	10.37	55037	41.28	3371.52	30.03	38.95	38.84
	"California"	"06"	"Yolo County, CA"	"06113"	"2018"	"2018"	2135	0.03%	220408	9.69	55538	38.44	3367.47	30.25	38.83	38.72
	"California"	"06"	"Yolo County, CA"	"06113"	"2019"	"2019"	2057	0.03%	220500	9.33	55583	37.01	3366.58	30.17	38.79	38.69
"Total"	"California"	"06"	"Yolo County, CA"	"06113"			31067	0.48%	2699330	11.51	675555	45.99	3391.13	29.29	39.01	38.83
	"California"	"06"	"Unidentified Counties, CA"	"06999"	"2007"	"2007"	11350	0.17%	926546	12.25	157721	71.96	3361.62	26.72	38.91	38.82
	"California"	"06"	"Unidentified Counties, CA"	"06999"	"2008"	"2008"	11182	0.17%	929817	12.03	156410	71.49	3355.59	26.80	38.94	38.78
	"California"	"06"	"Unidentified Counties, CA"	"06999"	"2009"	"2009"	10770	0.17%	930692	11.57	154661	69.64	3360.70	26.74	39.01	38.86
	"California"	"06"	"Unidentified Counties, CA"	"06999"	"2010"	"2010"	10580	0.16%	932767	11.34	154017	68.69	3353.58	27.07	38.97	38.83
	"California"	"06"	"Unidentified Counties, CA"	"06999"	"2011"	"2011"	10377	0.16%	930857	11.15	153012	67.82	3353.77	27.25	38.98	38.83
	"California"	"06"	"Unidentified Counties, CA"	"06999"	"2012"	"2012"	10394	0.16%	926446	11.22	151612	68.56	3358.79	27.38	39.02	38.82
	"California"	"06"	"Unidentified Counties, CA"	"06999"	"2013"	"2013"	10280	0.16%	922596	11.14	151309	67.94	3343.21	27.57	38.99	38.79
	"California"	"06"	"Unidentified Counties, CA"	"06999"	"2014"	"2014"	10367	0.16%	924260	11.22	151171	68.58	3336.48	27.82	38.97	38.81
	"California"	"06"	"Unidentified Counties, CA"	"06999"	"2015"	"2015"	10439	0.16%	925582	11.28	150993	69.14	3337.28	28.02	38.95	38.79
	"California"	"06"	"Unidentified Counties, CA"	"06999"	"2016"	"2016"	10512	0.16%	927268	11.34	150588	69.81	3335.90	28.18	38.89	38.73
	"California"	"06"	"Unidentified Counties, CA"	"06999"	"2017"	"2017"	10254	0.16%	935114	10.97	152087	67.42	3313.65	28.32	38.84	38.72
	"California"	"06"	"Unidentified Counties, CA"	"06999"	"2018"	"2018"	9938	0.15%	937449	10.60	152707	65.08	3324.76	28.61	38.79	38.69
	"California"	"06"	"Unidentified Counties, CA"	"06999"	"2019"	"2019"	10147	0.16%	940173	10.79	153662	66.03	3317.15	28.74	38.77	38.69
"Total"	"California"	"06"	"Unidentified Counties, CA"	"06999"			136590	2.10%	12089567	11.30	1989950	68.64	3342.90	27.61	38.93	38.78
"Total"	"California"	"06"					6512502	100.00%	496938952	13.11	103687649	62.81	3295.10	28.99	38.71	38.60
"Total"							6512502	100.00%	496938952	13.11	103687649	62.81	3295.10	28.99	38.71	38.60
"---"
"Dataset: Natality, 2007-2019"
"Query Parameters:"
"States: California (06)"
"Group By: State; County; Year"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"Population Option: Default intercensal populations for years 2007-2009"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Natality.html for more information."
"---"
"Query Date: Dec 2, 2020 6:41:55 PM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Division of Vital Statistics, Natality public-use data 2007-2019, on CDC"
"WONDER Online Database, October 2020. Accessed at http://wonder.cdc.gov/natality-current.html on Dec 2, 2020 6:41:55 PM"
"---"
Caveats:
"1. Each birth record represents one living baby."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties""."
"3. Birth rates are calculated as the number of births divided by total population in the given year(s). When the numerator is"
"sub-set by mother's race, mother's hispanicity, location, or year of birth, then the same sub-set for age, race, hispanicity,"
"location and year applies to the denominator population."
"4. Fertility rates are calculated as the number of births divided by the number of females age 15 - 44 years old in the given"
"year(s). When the numerator is sub-set by mother's age, mother's race, mother's hispanicity, location, or year of birth, then"
"the same sub-set for age, race, hispanicity, location and year applies to the denominator population. However, if you sub-set"
"mother's age selecting some years not in the 15 - 44 range, those years of mother's age ouside this range will not be included"
"in the denominator population. If you sub-set mother's age selecting only years outside the 15 - 44 range, the denominator"
"population returned will be zero and flagged ""Not Available""."
"5. <p> As a result of population changes the following counties do not have data available for all years.<br/> Before 2014 the"
"data for the following counties was recoded to the ""Unidentified Counties"" category within the state of the county because"
"they did not meet minimum population standards. Houston County, AL (01069); Navajo County, AZ (04017); Faulkner County, AR"
"(05045); Saline County, AR (05125); Bartow County, GA (13015); Carroll County, GA (13045); Columbia County, GA (13073); Coweta"
"County, GA (13077); Douglas County, GA (13097); Fayette County, GA (13113); Forsyth County, GA (13117); Lowndes County, GA"
"(13185); Paulding County, GA (13223); Whitfield County, GA (13313); Bonneville County, ID (16019); DeKalb County, IL (17037);"
"Kendall County, IL (17093); Clark County, IN (18019); Douglas County, KS (20045); Boone County, KY (21015); Hardin County, KY"
"(21093); Warren County, KY (21227); Ascension Parish, LA (22005); Bossier Parish, LA (22015); Livingston Parish, LA (22063);"
"Cecil County, MD (24015); St. Mary's County, MD (24037); Scott County, MN (27139); Wright County, MN (27171); Franklin County,"
"MO (29071); Missoula County, MT (30063); Sandoval County, NM (35043); Tompkins County, NY (36109); Brunswick County, NC (37019);"
"Craven County, NC (37049); Harnett County, NC (37085); Henderson County, NC (37089); Miami County, OH (39109); Canadian County,"
"OK (40017); Adams County, PA (42001); Dorchester County, SC (45035); Pennington County, SD (46103); Wilson County, TN (47189);"
"Comal County, TX (48091); Guadalupe County, TX (48187); Hays County, TX (48209); Kaufman County, TX (48257); Parker County, TX"
"(48367); Cache County, UT (49005); Washington County, UT (49053); Spotsylvania County, VA (51177); Stafford County, VA (51179);"
"Cowlitz County, WA (53015); Berkeley County, WV (54003); Fond du Lac County, WI (55039); Walworth County, WI (55127). </p> <p>"
"After 2013 the data for the following counties was recoded to the ""Unidentified Counties"" category within the state of the"
"county because they did not meet minimum population standards. Cape May County, NJ (34009); Portsmouth city, VA (51740). </p>"
"6. Caution should be used when interpreting the Average Age of Mother measure. All ages 12 years and less are coded to 12 years."
"All ages 50 years and over are coded to 50 years. The number of counts in those two age goups are small and should not have a"
"great effect on the average age. Consider doing queries with and without these two age groups and compare the effect on Average"
"Age of Mother measure."
"7. Please note that the Percent of Total presented here may not be consistent with percentages published by NCHS. NCHS excludes"
"births categorized as ""Unknown"", ""Not Stated"", ""Not on Certificate"", ""Excluded"", and ""Not Reported"" from the"
"denominator when calculating percentages."
"8. Records where the ""Birth Weight"" is ""Unknown or Not Stated"" are not included in the calculation of the ""Average Birth"
"Weight"" measure."
"9. Records where the gestation age is ""Unknown or Not Stated"" are not included in the calculation of the ""Average Gestational"
"Age"" measure."
"10. Birth rates and fertility rates are calculated using the following populations: The populations for year 2019 are from the"
"postcensal single-race series of July 1st estimates of the resident population, released by Census Bureau on June 25, 2020; and"
"the postcensal bridged-race series of July 1st estimates of the resident population, released by NCHS on July 9, 2020. The"
"populations for year 2018 are from the postcensal single-race series of July 1st estimates of the resident population, released"
"by Census Bureau on June 21, 2019; and the postcensal bridged-race series of July 1st estimates of the resident population,"
"released by NCHS on June 27, 2019. The populations for year 2017 are from the postcensal single-race series of July 1st"
"estimates of the resident population, released by Census Bureau on June 21, 2018; and the postcensal bridged-race series of July"
"1st estimates of the resident population, released by NCHS on June 27, 2018. The populations for year 2016 are from the"
"postcensal single-race series of July 1st estimates of the resident population, released by Census Bureau on June 22, 2017; and"
"the postcensal bridged-race series of July 1st estimates of the resident population, released by NCHS on June 26, 2017. The"
"populations for year 2015 are from the postcensal bridged-race series of July 1st estimates of the resident population, released"
"by NCHS on June 28, 2016. The populations for year 2014 are from the postcensal bridged-race series of July 1st estimates of the"
"resident population, released by NCHS on June 30, 2015. The populations for year 2013 are from the postcensal bridged-race"
"series of July 1st estimates of the resident population, released by NCHS on June 26, 2014. The populations for year 2012 are"
"from the postcensal bridged-race series of July 1st estimates of the resident population, released by NCHS on June 13, 2013. The"
"populations for year 2011 are from the postcensal bridged-race series of July 1st estimates of the resident population, released"
"by NCHS on July 18, 2012. The populations for year 2010 are the bridged-race April 1, 2010 Census counts. The populations for"
"years 2007-2009 are from the revised intercensal bridged-race series of July 1st estimates of the resident population, released"
"by NCHS on October 26, 2012. More information: http://wonder.cdc.gov/wonder/help/Natality.html#Denominator-Population-Sources."
