"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Mother's Bridged Race"	"Mother's Bridged Race Code"	Births	% of Total Births	Total Population	Birth Rate	Female Population	Fertility Rate	Average Birth Weight	Average Age of Mother	Average LMP Gestational Age	Average OE Gestational Age
	"California"	"06"	"San Diego County, CA"	"06073"	"2008"	"2008"	"Asian or Pacific Islander"	"A-PI"	5777	0.09%	376503	15.34	95010	60.80	3201.98	30.46	38.51	38.30
	"California"	"06"	"San Diego County, CA"	"06073"	"2008"	"2008"	"Black or African American"	"2054-5"	2706	0.04%	188401	14.36	41834	64.68	3190.17	26.36	38.49	38.31
	"California"	"06"	"San Diego County, CA"	"06073"	"2008"	"2008"	"White"	"2106-3"	37979	0.58%	2412277	15.74	508137	74.74	3346.17	28.07	38.81	38.62
	"California"	"06"	"San Diego County, CA"	"06073"	"2009"	"2009"	"American Indian or Alaska Native"	"1002-5"	322	0.00%	47556	6.77	11449	28.12	3398.09	26.44	38.63	38.61
	"California"	"06"	"San Diego County, CA"	"06073"	"2009"	"2009"	"Asian or Pacific Islander"	"A-PI"	5584	0.09%	388422	14.38	97296	57.39	3210.63	30.66	38.56	38.39
	"California"	"06"	"San Diego County, CA"	"06073"	"2009"	"2009"	"Black or African American"	"2054-5"	2579	0.04%	191458	13.47	42276	61.00	3179.66	26.73	38.45	38.33
	"California"	"06"	"San Diego County, CA"	"06073"	"2009"	"2009"	"White"	"2106-3"	36497	0.56%	2433767	15.00	509201	71.68	3343.42	28.19	38.79	38.64
	"California"	"06"	"San Diego County, CA"	"06073"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	285	0.00%	49506	5.76	11829	24.09	3316.10	26.85	38.82	38.59
	"California"	"06"	"San Diego County, CA"	"06073"	"2010"	"2010"	"Asian or Pacific Islander"	"A-PI"	5494	0.08%	397871	13.81	98842	55.58	3182.66	30.92	38.53	38.37
	"California"	"06"	"San Diego County, CA"	"06073"	"2010"	"2010"	"Black or African American"	"2054-5"	2558	0.04%	194595	13.15	42845	59.70	3194.46	26.83	38.44	38.40
	"California"	"06"	"San Diego County, CA"	"06073"	"2010"	"2010"	"White"	"2106-3"	36530	0.56%	2453341	14.89	511465	71.42	3346.00	28.39	38.82	38.68
	"California"	"06"	"San Diego County, CA"	"06073"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	284	0.00%	50577	5.62	11962	23.74	3404.20	26.88	38.93	38.81
	"California"	"06"	"San Diego County, CA"	"06073"	"2011"	"2011"	"Asian or Pacific Islander"	"A-PI"	5359	0.08%	407127	13.16	99555	53.83	3191.88	31.07	38.58	38.42
	"California"	"06"	"San Diego County, CA"	"06073"	"2011"	"2011"	"Black or African American"	"2054-5"	2542	0.04%	199303	12.75	43822	58.01	3207.15	27.01	38.56	38.51
	"California"	"06"	"San Diego County, CA"	"06073"	"2011"	"2011"	"White"	"2106-3"	35458	0.54%	2483062	14.28	515212	68.82	3342.05	28.62	38.84	38.73
	"California"	"06"	"San Diego County, CA"	"06073"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	277	0.00%	50731	5.46	12068	22.95	3406.56	26.53	39.01	38.83
	"California"	"06"	"San Diego County, CA"	"06073"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	5665	0.09%	420068	13.49	102398	55.32	3203.58	31.19	38.64	38.49
	"California"	"06"	"San Diego County, CA"	"06073"	"2012"	"2012"	"Black or African American"	"2054-5"	2634	0.04%	201764	13.05	44106	59.72	3207.24	27.18	38.51	38.47
	"California"	"06"	"San Diego County, CA"	"06073"	"2012"	"2012"	"White"	"2106-3"	35820	0.55%	2504500	14.30	516560	69.34	3345.98	28.75	38.85	38.74
	"California"	"06"	"San Diego County, CA"	"06073"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	299	0.00%	51016	5.86	12058	24.80	3330.52	27.21	38.85	38.80
	"California"	"06"	"San Diego County, CA"	"06073"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	5697	0.09%	428629	13.29	103638	54.97	3196.99	31.33	38.60	38.50
	"California"	"06"	"San Diego County, CA"	"06073"	"2013"	"2013"	"Black or African American"	"2054-5"	2507	0.04%	203010	12.35	44384	56.48	3191.35	27.50	38.49	38.48
	"California"	"06"	"San Diego County, CA"	"06073"	"2013"	"2013"	"White"	"2106-3"	35156	0.54%	2528597	13.90	519112	67.72	3339.76	28.93	38.85	38.76
	"California"	"06"	"San Diego County, CA"	"06073"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	330	0.01%	51681	6.39	12284	26.86	3382.58	27.30	38.90	38.79
	"California"	"06"	"San Diego County, CA"	"06073"	"2014"	"2014"	"Asian or Pacific Islander"	"A-PI"	6103	0.09%	443340	13.77	106366	57.38	3195.14	31.39	38.57	38.45
	"California"	"06"	"San Diego County, CA"	"06073"	"2014"	"2014"	"Black or African American"	"2054-5"	2603	0.04%	207340	12.55	45146	57.66	3197.73	27.74	38.45	38.45
	"California"	"06"	"San Diego County, CA"	"06073"	"2014"	"2014"	"White"	"2106-3"	35560	0.55%	2561070	13.88	523120	67.98	3339.26	29.10	38.83	38.74
	"California"	"06"	"San Diego County, CA"	"06073"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	301	0.00%	52238	5.76	12307	24.46	3365.58	27.90	38.80	38.70
	"California"	"06"	"San Diego County, CA"	"06073"	"2015"	"2015"	"Asian or Pacific Islander"	"A-PI"	5793	0.09%	453781	12.77	108187	53.55	3187.93	31.59	38.57	38.47
	"California"	"06"	"San Diego County, CA"	"06073"	"2015"	"2015"	"Black or African American"	"2054-5"	2526	0.04%	210072	12.02	45635	55.35	3197.16	27.98	38.46	38.47
	"California"	"06"	"San Diego County, CA"	"06073"	"2015"	"2015"	"White"	"2106-3"	35322	0.54%	2583430	13.67	523630	67.46	3338.99	29.34	38.81	38.74
	"California"	"06"	"San Diego County, CA"	"06073"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	266	0.00%	52342	5.08	12280	21.66	3354.55	28.52	38.68	38.67
	"California"	"06"	"San Diego County, CA"	"06073"	"2016"	"2016"	"Asian or Pacific Islander"	"A-PI"	5524	0.08%	461098	11.98	108629	50.85	3186.29	31.89	38.53	38.43
	"California"	"06"	"San Diego County, CA"	"06073"	"2016"	"2016"	"Black or African American"	"2054-5"	2434	0.04%	210775	11.55	45594	53.38	3184.03	28.28	38.51	38.50
	"California"	"06"	"San Diego County, CA"	"06073"	"2016"	"2016"	"White"	"2106-3"	34496	0.53%	2593534	13.30	523840	65.85	3338.75	29.57	38.81	38.73
	"California"	"06"	"San Diego County, CA"	"06073"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	252	0.00%	52601	4.79	12326	20.44	3341.81	28.54	38.70	38.63
	"California"	"06"	"San Diego County, CA"	"06073"	"2017"	"2017"	"Asian or Pacific Islander"	"A-PI"	5452	0.08%	472475	11.54	110872	49.17	3190.39	32.22	38.51	38.44
	"California"	"06"	"San Diego County, CA"	"06073"	"2017"	"2017"	"Black or African American"	"2054-5"	2371	0.04%	211961	11.19	46048	51.49	3209.47	28.45	38.53	38.55
	"California"	"06"	"San Diego County, CA"	"06073"	"2017"	"2017"	"White"	"2106-3"	33155	0.51%	2600648	12.75	524407	63.22	3333.52	29.75	38.79	38.72
	"California"	"06"	"San Diego County, CA"	"06073"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	292	0.00%	52691	5.54	12385	23.58	3266.36	28.87	38.57	38.51
	"California"	"06"	"San Diego County, CA"	"06073"	"2018"	"2018"	"Asian or Pacific Islander"	"A-PI"	5671	0.09%	477523	11.88	111523	50.85	3189.19	32.21	38.47	38.41
	"California"	"06"	"San Diego County, CA"	"06073"	"2018"	"2018"	"Black or African American"	"2054-5"	2395	0.04%	212920	11.25	46007	52.06	3204.75	28.92	38.47	38.49
	"California"	"06"	"San Diego County, CA"	"06073"	"2018"	"2018"	"White"	"2106-3"	31712	0.49%	2600230	12.20	523673	60.56	3327.38	30.09	38.74	38.69
	"California"	"06"	"San Diego County, CA"	"06073"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	267	0.00%	52747	5.06	12394	21.54	3307.87	28.75	38.44	38.46
	"California"	"06"	"San Diego County, CA"	"06073"	"2019"	"2019"	"Asian or Pacific Islander"	"A-PI"	5727	0.09%	476920	12.01	110602	51.78	3195.70	32.16	38.51	38.42
	"California"	"06"	"San Diego County, CA"	"06073"	"2019"	"2019"	"Black or African American"	"2054-5"	2413	0.04%	213144	11.32	46242	52.18	3213.49	29.38	38.45	38.44
	"California"	"06"	"San Diego County, CA"	"06073"	"2019"	"2019"	"White"	"2106-3"	30133	0.46%	2595519	11.61	521912	57.74	3329.20	30.18	38.71	38.67
	"California"	"06"	"San Francisco County, CA"	"06075"	"2007"	"2007"	"American Indian or Alaska Native"	"1002-5"	31	0.00%	7245	4.28	1757	17.64	3246.81	28.61	38.32	38.13
	"California"	"06"	"San Francisco County, CA"	"06075"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	2971	0.05%	275571	10.78	63446	46.83	3197.44	32.13	38.67	38.56
	"California"	"06"	"San Francisco County, CA"	"06075"	"2007"	"2007"	"Black or African American"	"2054-5"	595	0.01%	56796	10.48	11931	49.87	3127.34	26.38	38.39	38.40
	"California"	"06"	"San Francisco County, CA"	"06075"	"2007"	"2007"	"White"	"2106-3"	5532	0.08%	439061	12.60	109246	50.64	3360.37	31.85	38.98	38.89
	"California"	"06"	"San Francisco County, CA"	"06075"	"2008"	"2008"	"American Indian or Alaska Native"	"1002-5"	26	0.00%	7673	3.39	1816	14.32	3219.38	29.65	38.42	38.19
	"California"	"06"	"San Francisco County, CA"	"06075"	"2008"	"2008"	"Asian or Pacific Islander"	"A-PI"	2931	0.05%	280588	10.45	64453	45.47	3201.72	32.25	38.61	38.53
	"California"	"06"	"San Francisco County, CA"	"06075"	"2008"	"2008"	"Black or African American"	"2054-5"	629	0.01%	56527	11.13	11759	53.49	3067.26	26.52	38.26	38.25
	"California"	"06"	"San Francisco County, CA"	"06075"	"2008"	"2008"	"White"	"2106-3"	5520	0.08%	446364	12.37	111849	49.35	3358.35	31.93	38.98	38.90
	"California"	"06"	"San Francisco County, CA"	"06075"	"2009"	"2009"	"American Indian or Alaska Native"	"1002-5"	39	0.00%	8208	4.75	1939	20.11	3416.46	30.10	39.10	39.26
	"California"	"06"	"San Francisco County, CA"	"06075"	"2009"	"2009"	"Asian or Pacific Islander"	"A-PI"	2709	0.04%	284227	9.53	65091	41.62	3226.93	32.17	38.72	38.64
	"California"	"06"	"San Francisco County, CA"	"06075"	"2009"	"2009"	"Black or African American"	"2054-5"	591	0.01%	56712	10.42	11799	50.09	3178.89	26.66	38.60	38.64
	"California"	"06"	"San Francisco County, CA"	"06075"	"2009"	"2009"	"White"	"2106-3"	5471	0.08%	452775	12.08	113221	48.32	3347.64	32.35	38.91	38.88
	"California"	"06"	"San Francisco County, CA"	"06075"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	25	0.00%	8646	2.89	2010	12.44	3256.48	29.56	38.84	39.00
	"California"	"06"	"San Francisco County, CA"	"06075"	"2010"	"2010"	"Asian or Pacific Islander"	"A-PI"	2815	0.04%	285274	9.87	65259	43.14	3219.11	32.50	38.68	38.66
	"California"	"06"	"San Francisco County, CA"	"06075"	"2010"	"2010"	"Black or African American"	"2054-5"	535	0.01%	56492	9.47	11660	45.88	3162.75	27.20	38.40	38.47
	"California"	"06"	"San Francisco County, CA"	"06075"	"2010"	"2010"	"White"	"2106-3"	5431	0.08%	454823	11.94	113241	47.96	3343.06	32.49	38.94	38.93
	"California"	"06"	"San Francisco County, CA"	"06075"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	25	0.00%	8705	2.87	1991	12.56	3369.00	27.12	38.76	38.92
	"California"	"06"	"San Francisco County, CA"	"06075"	"2011"	"2011"	"Asian or Pacific Islander"	"A-PI"	2849	0.04%	289480	9.84	65602	43.43	3199.44	32.52	38.78	38.71
	"California"	"06"	"San Francisco County, CA"	"06075"	"2011"	"2011"	"Black or African American"	"2054-5"	514	0.01%	56600	9.08	11685	43.99	3139.85	27.24	38.64	38.59
	"California"	"06"	"San Francisco County, CA"	"06075"	"2011"	"2011"	"White"	"2106-3"	5425	0.08%	458041	11.84	112407	48.26	3350.27	32.63	39.02	38.98
	"California"	"06"	"San Francisco County, CA"	"06075"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	23	0.00%	8700	2.64	2007	11.46	3317.00	30.22	39.35	38.70
	"California"	"06"	"San Francisco County, CA"	"06075"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	3165	0.05%	297389	10.64	67843	46.65	3212.29	32.57	38.73	38.66
	"California"	"06"	"San Francisco County, CA"	"06075"	"2012"	"2012"	"Black or African American"	"2054-5"	519	0.01%	55845	9.29	11531	45.01	3119.80	27.83	38.42	38.29
	"California"	"06"	"San Francisco County, CA"	"06075"	"2012"	"2012"	"White"	"2106-3"	5368	0.08%	463929	11.57	113038	47.49	3351.44	32.83	38.99	38.93
	"California"	"06"	"San Francisco County, CA"	"06075"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	15	0.00%	8732	1.72	2013	7.45	3471.53	31.33	39.47	39.40
	"California"	"06"	"San Francisco County, CA"	"06075"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	2914	0.04%	302534	9.63	69121	42.16	3195.04	32.75	38.70	38.63
	"California"	"06"	"San Francisco County, CA"	"06075"	"2013"	"2013"	"Black or African American"	"2054-5"	528	0.01%	55196	9.57	11476	46.01	3163.78	28.52	38.45	38.46
	"California"	"06"	"San Francisco County, CA"	"06075"	"2013"	"2013"	"White"	"2106-3"	5357	0.08%	470980	11.37	113577	47.17	3343.07	33.02	38.94	38.87
	"California"	"06"	"San Francisco County, CA"	"06075"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	27	0.00%	8727	3.09	2007	13.45	3119.56	28.26	38.70	38.37
	"California"	"06"	"San Francisco County, CA"	"06075"	"2014"	"2014"	"Asian or Pacific Islander"	"A-PI"	3119	0.05%	312809	9.97	71836	43.42	3180.71	32.79	38.76	38.64
	"California"	"06"	"San Francisco County, CA"	"06075"	"2014"	"2014"	"Black or African American"	"2054-5"	482	0.01%	54937	8.77	11387	42.33	3134.98	28.65	38.46	38.41
	"California"	"06"	"San Francisco County, CA"	"06075"	"2014"	"2014"	"White"	"2106-3"	5476	0.08%	475996	11.50	114217	47.94	3335.89	32.95	38.99	38.92
	"California"	"06"	"San Francisco County, CA"	"06075"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	17	0.00%	8591	1.98	1908	8.91	3303.53	32.06	39.29	39.29
	"California"	"06"	"San Francisco County, CA"	"06075"	"2015"	"2015"	"Asian or Pacific Islander"	"A-PI"	3104	0.05%	320239	9.69	74252	41.80	3177.41	32.91	38.74	38.64
	"California"	"06"	"San Francisco County, CA"	"06075"	"2015"	"2015"	"Black or African American"	"2054-5"	433	0.01%	54775	7.91	11423	37.91	3141.69	29.00	38.64	38.60
	"California"	"06"	"San Francisco County, CA"	"06075"	"2015"	"2015"	"White"	"2106-3"	5418	0.08%	481211	11.26	114759	47.21	3342.21	33.10	38.98	38.91
	"California"	"06"	"San Francisco County, CA"	"06075"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	20	0.00%	8408	2.38	1873	10.68	3313.00	31.50	39.20	39.20
	"California"	"06"	"San Francisco County, CA"	"06075"	"2016"	"2016"	"Asian or Pacific Islander"	"A-PI"	3268	0.05%	324010	10.09	75690	43.18	3188.03	32.96	38.69	38.60
	"California"	"06"	"San Francisco County, CA"	"06075"	"2016"	"2016"	"Black or African American"	"2054-5"	517	0.01%	54287	9.52	11261	45.91	3183.14	29.57	38.57	38.57
	"California"	"06"	"San Francisco County, CA"	"06075"	"2016"	"2016"	"White"	"2106-3"	5257	0.08%	484182	10.86	115138	45.66	3330.13	33.32	38.96	38.89
	"California"	"06"	"San Francisco County, CA"	"06075"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	27	0.00%	8359	3.23	1840	14.67	3432.07	33.15	38.48	38.22
	"California"	"06"	"San Francisco County, CA"	"06075"	"2017"	"2017"	"Asian or Pacific Islander"	"A-PI"	3250	0.05%	333158	9.76	77774	41.79	3193.64	32.93	38.72	38.62
	"California"	"06"	"San Francisco County, CA"	"06075"	"2017"	"2017"	"Black or African American"	"2054-5"	554	0.01%	54960	10.08	11550	47.97	3114.74	29.25	38.30	38.30
	"California"	"06"	"San Francisco County, CA"	"06075"	"2017"	"2017"	"White"	"2106-3"	5116	0.08%	487886	10.49	115346	44.35	3337.20	33.38	38.98	38.91
	"California"	"06"	"San Francisco County, CA"	"06075"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	21	0.00%	8304	2.53	1851	11.35	3195.57	28.33	38.71	38.76
	"California"	"06"	"San Francisco County, CA"	"06075"	"2018"	"2018"	"Asian or Pacific Islander"	"A-PI"	2973	0.05%	333405	8.92	77814	38.21	3208.67	33.50	38.75	38.66
	"California"	"06"	"San Francisco County, CA"	"06075"	"2018"	"2018"	"Black or African American"	"2054-5"	433	0.01%	55394	7.82	11883	36.44	3110.79	30.37	38.18	38.17
	"California"	"06"	"San Francisco County, CA"	"06075"	"2018"	"2018"	"White"	"2106-3"	5270	0.08%	486202	10.84	114297	46.11	3322.16	33.46	38.90	38.84
	"California"	"06"	"San Francisco County, CA"	"06075"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	29	0.00%	8178	3.55	1810	16.02	3221.38	30.28	38.83	38.79
	"California"	"06"	"San Francisco County, CA"	"06075"	"2019"	"2019"	"Asian or Pacific Islander"	"A-PI"	2879	0.04%	333605	8.63	77854	36.98	3182.76	33.69	38.71	38.58
	"California"	"06"	"San Francisco County, CA"	"06075"	"2019"	"2019"	"Black or African American"	"2054-5"	471	0.01%	55388	8.50	12022	39.18	3124.03	30.74	38.26	38.24
	"California"	"06"	"San Francisco County, CA"	"06075"	"2019"	"2019"	"White"	"2106-3"	5059	0.08%	484378	10.44	113004	44.77	3319.59	33.43	38.83	38.80
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2007"	"2007"	"American Indian or Alaska Native"	"1002-5"	71	0.00%	13838	5.13	3210	22.12	3185.08	24.83	38.49	38.26
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	1810	0.03%	111729	16.20	25929	69.81	3184.99	27.98	38.52	38.51
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2007"	"2007"	"Black or African American"	"2054-5"	915	0.01%	59897	15.28	13103	69.83	3105.75	25.93	38.19	38.18
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2007"	"2007"	"White"	"2106-3"	8804	0.14%	482616	18.24	98134	89.71	3355.71	26.81	38.70	38.65
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2008"	"2008"	"American Indian or Alaska Native"	"1002-5"	71	0.00%	14624	4.86	3326	21.35	3506.11	26.37	39.20	38.92
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2008"	"2008"	"Asian or Pacific Islander"	"A-PI"	1749	0.03%	113801	15.37	26196	66.77	3167.09	27.69	38.47	38.46
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2008"	"2008"	"Black or African American"	"2054-5"	973	0.01%	61143	15.91	13299	73.16	3069.34	25.84	38.00	37.94
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2008"	"2008"	"White"	"2106-3"	8237	0.13%	482124	17.08	97317	84.64	3357.38	26.91	38.71	38.61
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2009"	"2009"	"American Indian or Alaska Native"	"1002-5"	70	0.00%	15550	4.50	3511	19.94	3260.16	26.89	38.34	38.49
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2009"	"2009"	"Asian or Pacific Islander"	"A-PI"	1735	0.03%	116102	14.94	26547	65.36	3175.27	27.90	38.53	38.51
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2009"	"2009"	"Black or African American"	"2054-5"	901	0.01%	62031	14.52	13358	67.45	3116.74	26.07	38.36	38.32
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2009"	"2009"	"White"	"2106-3"	8170	0.13%	484053	16.88	97093	84.15	3347.05	26.97	38.74	38.67
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	72	0.00%	16349	4.40	3635	19.81	3298.42	25.68	38.47	38.46
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2010"	"2010"	"Asian or Pacific Islander"	"A-PI"	1682	0.03%	118652	14.18	27059	62.16	3183.28	28.35	38.52	38.48
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2010"	"2010"	"Black or African American"	"2054-5"	955	0.01%	63346	15.08	13587	70.29	3154.11	26.04	38.33	38.30
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2010"	"2010"	"White"	"2106-3"	7887	0.12%	486959	16.20	97339	81.03	3352.08	27.27	38.78	38.67
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	90	0.00%	17112	5.26	3680	24.46	3439.79	25.31	38.56	38.54
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2011"	"2011"	"Asian or Pacific Islander"	"A-PI"	1735	0.03%	120841	14.36	27433	63.24	3165.83	28.78	38.49	38.41
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2011"	"2011"	"Black or African American"	"2054-5"	918	0.01%	63189	14.53	13433	68.34	3080.50	26.07	38.09	38.04
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2011"	"2011"	"White"	"2106-3"	7586	0.12%	495072	15.32	98425	77.07	3349.02	27.43	38.77	38.65
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	80	0.00%	17272	4.63	3843	20.82	3351.91	25.73	38.76	38.38
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	1738	0.03%	123328	14.09	27868	62.37	3199.96	28.86	38.55	38.47
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2012"	"2012"	"Black or African American"	"2054-5"	915	0.01%	63886	14.32	13634	67.11	3122.04	26.28	38.23	38.20
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2012"	"2012"	"White"	"2106-3"	7396	0.11%	498126	14.85	98537	75.06	3355.68	27.50	38.79	38.66
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	77	0.00%	17245	4.47	3871	19.89	3347.05	26.26	39.00	38.84
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	1631	0.03%	124083	13.14	28169	57.90	3148.03	29.25	38.36	38.28
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2013"	"2013"	"Black or African American"	"2054-5"	884	0.01%	64186	13.77	13686	64.59	3101.52	26.27	38.14	38.14
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2013"	"2013"	"White"	"2106-3"	7208	0.11%	498865	14.45	98160	73.43	3345.12	27.78	38.76	38.62
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	68	0.00%	17486	3.89	3930	17.30	3366.78	27.06	38.76	38.81
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2014"	"2014"	"Asian or Pacific Islander"	"A-PI"	1679	0.03%	127574	13.16	28959	57.98	3199.87	29.41	38.49	38.38
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2014"	"2014"	"Black or African American"	"2054-5"	944	0.01%	65741	14.36	13902	67.90	3120.96	26.89	38.24	38.23
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2014"	"2014"	"White"	"2106-3"	7422	0.11%	504796	14.70	99147	74.86	3352.69	27.91	38.76	38.63
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	67	0.00%	17668	3.79	3971	16.87	3351.15	25.93	39.04	38.73
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2015"	"2015"	"Asian or Pacific Islander"	"A-PI"	1712	0.03%	130872	13.08	29564	57.91	3189.05	29.53	38.56	38.45
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2015"	"2015"	"Black or African American"	"2054-5"	886	0.01%	67006	13.22	14063	63.00	3075.58	26.99	38.20	38.11
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2015"	"2015"	"White"	"2106-3"	7318	0.11%	510560	14.33	99934	73.23	3337.69	28.14	38.78	38.62
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	57	0.00%	17799	3.20	3980	14.32	3334.04	26.21	38.72	38.40
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2016"	"2016"	"Asian or Pacific Islander"	"A-PI"	1778	0.03%	133772	13.29	30091	59.09	3193.58	29.70	38.56	38.45
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2016"	"2016"	"Black or African American"	"2054-5"	901	0.01%	68199	13.21	14214	63.39	3105.56	27.32	38.36	38.26
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2016"	"2016"	"White"	"2106-3"	7532	0.12%	513939	14.66	99916	75.38	3338.09	28.37	38.79	38.62
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	90	0.00%	18092	4.97	4044	22.26	3248.42	27.92	38.17	38.19
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2017"	"2017"	"Asian or Pacific Islander"	"A-PI"	1810	0.03%	139592	12.97	31413	57.62	3163.26	29.94	38.42	38.31
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2017"	"2017"	"Black or African American"	"2054-5"	914	0.01%	69701	13.11	14694	62.20	3141.75	27.58	38.35	38.30
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2017"	"2017"	"White"	"2106-3"	7114	0.11%	518039	13.73	100662	70.67	3332.30	28.43	38.70	38.58
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	80	0.00%	18280	4.38	4085	19.58	3333.28	27.24	38.27	38.09
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2018"	"2018"	"Asian or Pacific Islander"	"A-PI"	1771	0.03%	143636	12.33	32281	54.86	3190.82	30.09	38.60	38.42
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2018"	"2018"	"Black or African American"	"2054-5"	832	0.01%	71069	11.71	15001	55.46	3116.84	27.82	38.34	38.23
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2018"	"2018"	"White"	"2106-3"	7158	0.11%	519675	13.77	100826	70.99	3331.54	28.73	38.74	38.62
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	75	0.00%	18447	4.07	4144	18.10	3297.61	28.04	38.47	38.28
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2019"	"2019"	"Asian or Pacific Islander"	"A-PI"	1927	0.03%	148238	13.00	33418	57.66	3169.43	30.57	38.47	38.31
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2019"	"2019"	"Black or African American"	"2054-5"	930	0.01%	72114	12.90	15319	60.71	3162.10	28.26	38.37	38.32
	"California"	"06"	"San Joaquin County, CA"	"06077"	"2019"	"2019"	"White"	"2106-3"	7077	0.11%	523349	13.52	101471	69.74	3328.77	28.57	38.73	38.59
